SurveyYear,OutputFileName,Section,Question,Type,RecodeFlag,VariableName,Instrument Out Variable Name,FinalDocName,FinalItemText,FinalDocUniverse,FinalDocUniverseDescription,DocSources,DocRecodes,DocKeywords,DocNotes,Qbank,FinalVariableDescription,ResponseCode,ResponseText,,,,,
2017,Sample Child,CAU,CAU.283_08.080,, ,CERREA8R,CERREAS8,CERREA8R,"*Read lead-in if necessary.

Tell me which of these apply to [fill: alias] last emergency room visit?

?[fill: alias] arrived by ambulance or other emergency vehicle",CSTATFLG='1' and (AGE LE '017' and AGE NE ' ') and ('01' <= CHERNOY2 <= '08'),Sample children LE 17 years who had at least one ER visit in the past year,None,None,emergency room visit (ER); emergency department visit (ED); critical care,Question was first asked in 2011. At the beginning of Q2 of 2012 the universe was changed to include all children with at least one ER visit in the past year. This variable will be blank in Q1 of 2012. See the CAU Appendix for more detail.,,Arrived by ambulance or other emergency vehicle,,,,,,,
2017,Sample Child,CAU,,,,,,,,,,,,,,,,1,Yes,,,,,
2017,Sample Child,CAU,,,,,,,,,,,,,,,,2,No,,,,,
2017,Sample Child,CAU,,,,,,,,,,,,,,,,7,Refused,,,,,
2017,Sample Child,CAU,,,,,,,,,,,,,,,,8,Not ascertained,,,,,
2017,Sample Child,CAU,,,,,,,,,,,,,,,,9,Don?t know,,,,,
2017,Sample Child,CAU,CAU.290_00.000,, ,CHCHYR,CHCHYR,CHCHYR,"DURING THE PAST 12 MONTHS, did {S.C. name} receive care AT HOME from a nurse or other health care professional?",CSTATFLG='1' and (AGE LE '017' and AGE NE ' '),Sample children LE 17 years,None,None,home health visit; treatment; visiting nurse,None,,"Received home care from health professional, past 12 m",,,,,,,
2017,Sample Child,CAU,,,,,,,,,,,,,,,,1,Yes,,,,,
2017,Sample Child,CAU,,,,,,,,,,,,,,,,2,No,,,,,
2017,Sample Child,CAU,,,,,,,,,,,,,,,,7,Refused,,,,,
2017,Sample Child,CAU,,,,,,,,,,,,,,,,8,Not ascertained,,,,,
2017,Sample Child,CAU,,,,,,,,,,,,,,,,9,Don't know,,,,,
2017,Sample Child,CAU,CAU.300_00.000,, ,CHCHMOYR,CHCHMOYR,CHCHMOYR,"DURING THE PAST 12 MONTHS, how many months did {S.C. name} receive care AT HOME from a health care professional?",CSTATFLG='1' and (AGE LE '017' and AGE NE ' ') and CHCHYR = '1',Sample children LE 17 years who received home care from health professional during past 12 months,None,None,home health visit; treatment; visiting nurse,None,,"# of months of home care, past 12 m",,,,,,,
2017,Sample Child,CAU,,,,,,,,,,,,,,,,01-12,1-12 months,,,,,
2017,Sample Child,CAU,,,,,,,,,,,,,,,,97,Refused,,,,,
2017,Sample Child,CAU,,,,,,,,,,,,,,,,98,Not ascertained,,,,,
2017,Sample Child,CAU,,,,,,,,,,,,,,,,99,Don't know,,,,,
2017,Sample Child,CAU,CAU.310_00.000,, ,CHCHNOY2,CHCHNOYR,CHCHNOY2,What was the total number of home visits received for {S.C. name} during {that/those} months?,CSTATFLG='1' and (AGE LE '017' and AGE NE ' ') and CHCHYR = '1',Sample children LE 17 years who received home care from health professional during past 12 m,None,None,home health visit; treatment; visiting nurse,Answer categories were expanded to show more detail beginning in 2004.,,Total number of home visits,,,,,,,
2017,Sample Child,CAU,,,,,,,,,,,,,,,,01,1,,,,,
2017,Sample Child,CAU,,,,,,,,,,,,,,,,02,2-3,,,,,
2017,Sample Child,CAU,,,,,,,,,,,,,,,,03,4-5,,,,,
2017,Sample Child,CAU,,,,,,,,,,,,,,,,04,6-7,,,,,
2017,Sample Child,CAU,,,,,,,,,,,,,,,,05,8-9,,,,,
2017,Sample Child,CAU,,,,,,,,,,,,,,,,06,10-12,,,,,
2017,Sample Child,CAU,,,,,,,,,,,,,,,,07,13-15,,,,,
2017,Sample Child,CAU,,,,,,,,,,,,,,,,08,16 or more,,,,,
2017,Sample Child,CAU,,,,,,,,,,,,,,,,97,Refused,,,,,
2017,Sample Child,CAU,,,,,,,,,,,,,,,,98,Not ascertained,,,,,
2017,Sample Child,CAU,,,,,,,,,,,,,,,,99,Don't know,,,,,
2017,Sample Child,CAU,CAU.320_00.000,, ,CHCNOYR2,CHCNOYR,CHCNOYR2,"DURING THE PAST 12 MONTHS, HOW MANY TIMES has {S.C. name} seen a doctor or other health care professional about {his/her} health at a DOCTOR'S OFFICE, A CLINIC, OR SOME OTHER PLACE?  DO NOT INCLUDE TIMES {S.C. name} WAS HOSPITALIZED OVERNIGHT, VISITS TO H",CSTATFLG='1' and (AGE LE '017' and AGE NE ' '),Sample children LE 17 years,None,None,doctor visit; office visit,Answer categories were expanded to show more detail beginning in 2004.,,"Total number of office visits, past 12 m",,,,,,,
2017,Sample Child,CAU,,,,,,,,,,,,,,,,00,None,,,,,
2017,Sample Child,CAU,,,,,,,,,,,,,,,,01,1,,,,,
2017,Sample Child,CAU,,,,,,,,,,,,,,,,02,2-3,,,,,
2017,Sample Child,CAU,,,,,,,,,,,,,,,,03,4-5,,,,,
2017,Sample Child,CAU,,,,,,,,,,,,,,,,04,6-7,,,,,
2017,Sample Child,CAU,,,,,,,,,,,,,,,,05,8-9,,,,,
2017,Sample Child,CAU,,,,,,,,,,,,,,,,06,10-12,,,,,
2017,Sample Child,CAU,,,,,,,,,,,,,,,,07,13-15,,,,,
2017,Sample Child,CAU,,,,,,,,,,,,,,,,08,16 or more,,,,,
2017,Sample Child,CAU,,,,,,,,,,,,,,,,97,Refused,,,,,
2017,Sample Child,CAU,,,,,,,,,,,,,,,,98,Not ascertained,,,,,
2017,Sample Child,CAU,,,,,,,,,,,,,,,,99,Don't know,,,,,
2017,Sample Child,CAU,CAU.330_00.000,, ,CSRGYR,CSRGYR,CSRGYR,DURING THE PAST 12 MONTHS has {S.C. name} had SURGERY or other surgical procedures either as an inpatient or outpatient?,CSTATFLG='1' and (AGE LE '017' and AGE NE ' '),Sample children LE 17 years,None,None,surgery; surgical care; operation,None,,"Had surgery/surgical procedure, past 12 m",,,,,,,
2017,Sample Child,CAU,,,,,,,,,,,,,,,,1,Yes,,,,,
2017,Sample Child,CAU,,,,,,,,,,,,,,,,2,No,,,,,
2017,Sample Child,CAU,,,,,,,,,,,,,,,,7,Refused,,,,,
2017,Sample Child,CAU,,,,,,,,,,,,,,,,8,Not ascertained,,,,,
2017,Sample Child,CAU,,,,,,,,,,,,,,,,9,Don't know,,,,,
2017,Sample Child,CAU,CAU.340_00.000,, ,CSRGNOYR,CSRGNOYR,RSRGNOYR,"Including any times you may have already told me about, HOW MANY DIFFERENT TIMES has {S.C. name} had surgery DURING THE PAST 12 MONTHS?",CSTATFLG='1' and (AGE LE '017' and AGE NE ' ') and CSRGYR = '1',Sample children LE 17 years who had surgery or surgical procedures during past 12 m,None,None,outpatient surgery; surgery; surgical care; operation,None,,"# of outpatient surgeries, past 12 m",,,,,,,
2017,Sample Child,CAU,,,,,,,,,,,,,,,,01-94,1-94 times,,,,,
2017,Sample Child,CAU,,,,,,,,,,,,,,,,95,95+ times,,,,,
2017,Sample Child,CAU,,,,,,,,,,,,,,,,97,Refused,,,,,
2017,Sample Child,CAU,,,,,,,,,,,,,,,,98,Not ascertained,,,,,
2017,Sample Child,CAU,,,,,,,,,,,,,,,,99,Don't know,,,,,
2017,Sample Child,CAU,CAU.340_00.000,,RECODE,,,RSRGNOYP,"Including any times you may have already told me about, HOW MANY DIFFERENT TIMES has {S.C. name} had surgery DURING THE PAST 12 MONTHS?",CSTATFLG='1' and (AGE LE '017' and AGE NE ' ') and CSRGYR = '1',Sample children LE 17 years who had surgery or surgical procedures during past 12 m,RSRGNOYR,None,outpatient surgery; surgery; surgical care; operation,Top-coded for the Public Use File,,"# of outpatient surgeries, past 12 m",,,,,,,
2017,Sample Child,CAU,,,,,,,,,,,,,,,,01-06,1-6 times,,,,,
2017,Sample Child,CAU,,,,,,,,,,,,,,,,07,7+ times,,,,,
2017,Sample Child,CAU,,,,,,,,,,,,,,,,97,Refused,,,,,
2017,Sample Child,CAU,,,,,,,,,,,,,,,,98,Not ascertained,,,,,
2017,Sample Child,CAU,,,,,,,,,,,,,,,,99,Don't know,,,,,
2017,Sample Child,CAU,CAU.345_00.000,, ,CMDLONGR,CMDLONG,CMDLONGR,About how long has it been since anyone in the family last saw or talked to a doctor or other health care professional about {S.C. name}'s health?  Include doctors seen while {he/she} was a patient in a hospital.,CSTATFLG='1' and (AGE LE '017' and AGE NE ' '),Sample children LE 17 years,None,None,doctor visit/contact; medical advice; treatment; health care provider,None,,Time since last seen/talked to health professional,,,,,,,
2017,Sample Child,CAU,,,,,,,,,,,,,,,,0,Never,,,,,
2017,Sample Child,CAU,,,,,,,,,,,,,,,,1,6 months or less,,,,,
2017,Sample Child,CAU,,,,,,,,,,,,,,,,2,"More than 6 months, but not more than 1 year ago",,,,,
2017,Sample Child,CAU,,,,,,,,,,,,,,,,3,"More than 1 year, but not more than 2 years ago",,,,,
2017,Sample Child,CAU,,,,,,,,,,,,,,,,4,"More than 2 years, but not more than 5 years ago",,,,,
2017,Sample Child,CAU,,,,,,,,,,,,,,,,5,More than 5 years ago,,,,,
2017,Sample Child,CAU,,,,,,,,,,,,,,,,7,Refused,,,,,
2017,Sample Child,CAU,,,,,,,,,,,,,,,,8,Not ascertained,,,,,
2017,Sample Child,CAU,,,,,,,,,,,,,,,,9,Don't know,,,,,
2017,Sample Child,CMB,CMB.020_01.000,R01,RECODE,,,RSCL2_C2,"I am going to read a list of items that describe children.  For each item, please tell me if it has been NOT TRUE, SOMEWHAT TRUE, or CERTAINLY TRUE for {S.C. name} DURING THE PAST 6 MONTHS. {HE/SHE}...is generally well behaved, usually does what adults re",CSTATFLG = '1' and ('004' <= AGE <= '017'),Sample children 4-17 years,None,None,cooperative; well-behaved; obedient,"This question is a part of the short version of the Strengths and Difficulties Questionnaire Extended (SDQ), and is copyrighted by Dr. Robert Goodman, Ph. D. of the Psychiatric Institute of London, England. State and local agencies may use these questions",,"Well behaved/does what requested, past 6 m",,,,,,,
2017,Sample Child,CMB,,,,,,,,,,,,,,,,0,Not true,,,,,
2017,Sample Child,CMB,,,,,,,,,,,,,,,,1,Somewhat true,,,,,
2017,Sample Child,CMB,,,,,,,,,,,,,,,,2,Certainly true,,,,,
2017,Sample Child,CMB,,,,,,,,,,,,,,,,7,Refused,,,,,
2017,Sample Child,CMB,,,,,,,,,,,,,,,,8,Not ascertained,,,,,
2017,Sample Child,CMB,,,,,,,,,,,,,,,,9,Don't know,,,,,
2017,Sample Child,CMB,CMB.020_02.000,R02,RECODE,,,RSCL2_E2,"I am going to read a list of items that describe children.  For each item, please tell me if it has been NOT TRUE, SOMEWHAT TRUE, or CERTAINLY TRUE for {S.C. name} DURING THE PAST 6 MONTHS. {HE/SHE}...has many worries, or often seems worried.",CSTATFLG = '1' and ('004' <= AGE <= '017'),Sample children 4-17 years,None,None,worried; depressed,"This question is a part of the short version of the Strengths and Difficulties Questionnaire Extended (SDQ), and is copyrighted by Dr. Robert Goodman, Ph. D. of the Psychiatric Institute of London, England. State and local agencies may use these questions",,"Many worries/often seems worried, past 6 m",,,,,,,
2017,Sample Child,CMB,,,,,,,,,,,,,,,,0,Not true,,,,,
2017,Sample Child,CMB,,,,,,,,,,,,,,,,1,Somewhat true,,,,,
2017,Sample Child,CMB,,,,,,,,,,,,,,,,2,Certainly true,,,,,
2017,Sample Child,CMB,,,,,,,,,,,,,,,,7,Refused,,,,,
2017,Sample Child,CMB,,,,,,,,,,,,,,,,8,Not ascertained,,,,,
2017,Sample Child,CMB,,,,,,,,,,,,,,,,9,Don't know,,,,,
2017,Sample Child,CMB,CMB.020_03.000,R03,RECODE,,,RSCL3_E3,"I am going to read a list of items that describe children.  For each item, please tell me if it has been NOT TRUE, SOMEWHAT TRUE, or CERTAINLY TRUE for {S.C. name} DURING THE PAST 6 MONTHS. {HE/SHE}...is often unhappy, depressed or tearful.",CSTATFLG = '1' and ('004' <= AGE <= '017'),Sample children 4-17 years,None,None,depressed; unhappy,"This question is a part of the short version of the Strengths and Difficulties Questionnaire Extended (SDQ), and is copyrighted by Dr. Robert Goodman, Ph. D. of the Psychiatric Institute of London, England. State and local agencies may use these questions",,"Unhappy/depressed/tearful, past 6 m",,,,,,,
2017,Sample Child,CMB,,,,,,,,,,,,,,,,0,Not true,,,,,
2017,Sample Child,CMB,,,,,,,,,,,,,,,,1,Somewhat true,,,,,
2017,Sample Child,CMB,,,,,,,,,,,,,,,,2,Certainly true,,,,,
2017,Sample Child,CMB,,,,,,,,,,,,,,,,7,Refused,,,,,
2017,Sample Child,CMB,,,,,,,,,,,,,,,,8,Not ascertained,,,,,
2017,Sample Child,CMB,,,,,,,,,,,,,,,,9,Don't know,,,,,
2017,Sample Child,CMB,CMB.020_04.000,R04,RECODE,,,RSCL5_P5,"I am going to read a list of items that describe children.  For each item, please tell me if it has been NOT TRUE, SOMEWHAT TRUE, or CERTAINLY TRUE for {S.C. name} DURING THE PAST 6 MONTHS. {HE/SHE}...gets along better with adults than with other {if AGE ",CSTATFLG = '1' and ('004' <= AGE <= '017'),Sample children 4-17 years,None,None,gets along; behavior,"This question is a part of the short version of the Strengths and Difficulties Questionnaire Extended (SDQ), and is copyrighted by Dr. Robert Goodman, Ph. D. of the Psychiatric Institute of London, England. State and local agencies may use these questions",,"Gets along better w/adults than children/youth, past 6 m",,,,,,,
2017,Sample Child,CMB,,,,,,,,,,,,,,,,0,Not true,,,,,
2017,Sample Child,CMB,,,,,,,,,,,,,,,,1,Somewhat true,,,,,
2017,Sample Child,CMB,,,,,,,,,,,,,,,,2,Certainly true,,,,,
2017,Sample Child,CMB,,,,,,,,,,,,,,,,7,Refused,,,,,
2017,Sample Child,CMB,,,,,,,,,,,,,,,,8,Not ascertained,,,,,
2017,Sample Child,CMB,,,,,,,,,,,,,,,,9,Don't know,,,,,
2017,Sample Child,CMB,CMB.020_05.000,R05,RECODE,,,RSCL5_H5,"I am going to read a list of items that describe children.  For each item, please tell me if it has been NOT TRUE, SOMEWHAT TRUE, or CERTAINLY TRUE for {S.C. name} DURING THE PAST 6 MONTHS. {HE/SHE}? has good attention span/sees chores or homework through",CSTATFLG = '1' and ('004' <= AGE <= '017'),Sample children 4-17 years,None,None,concentration; good attention; attention,"This question is a part of the short version of the Strengths and Difficulties Questionnaire Extended (SDQ), and is copyrighted by Dr. Robert Goodman, Ph. D. of the Psychiatric Institute of London, England. State and local agencies may use these questions",,"Good attention/completes chores, homework, past 6 m",,,,,,,
2017,Sample Child,CMB,,,,,,,,,,,,,,,,0,Not true,,,,,
2017,Sample Child,CMB,,,,,,,,,,,,,,,,1,Somewhat true,,,,,
2017,Sample Child,CMB,,,,,,,,,,,,,,,,2,Certainly true,,,,,
2017,Sample Child,CMB,,,,,,,,,,,,,,,,7,Refused,,,,,
2017,Sample Child,CMB,,,,,,,,,,,,,,,,8,Not ascertained,,,,,
2017,Sample Child,CMB,,,,,,,,,,,,,,,,9,Don't know,,,,,
2017,Sample Child,CMB,CMB.030_00.000,R06,RECODE,,,RSCL6,"Overall, do you think that {S.C. name} has difficulties in any of the following areas:  emotions, concentration, behavior, or being able to get along with other people?",CSTATFLG = '1' and ('004' <= AGE <= '017'),Sample children 4-17 years,None,None,considerate; tactful; thoughtful,"This question is a part of the short version of the Strengths and Difficulties Questionnaire Extended (SDQ), and is copyrighted by Dr. Robert Goodman, Ph. D. of the Psychiatric Institute of London, England. State and local agencies may use these questions",,Difficulties w/emotions/concentration/behavior/getting along,,,,,,,
2017,Sample Child,CMB,,,,,,,,,,,,,,,,0,No,,,,,
2017,Sample Child,CMB,,,,,,,,,,,,,,,,1,"Yes, minor difficulties",,,,,
2017,Sample Child,CMB,,,,,,,,,,,,,,,,2,"Yes, definite difficulties",,,,,
2017,Sample Child,CMB,,,,,,,,,,,,,,,,3,"Yes, severe difficulties",,,,,
2017,Sample Child,CMB,,,,,,,,,,,,,,,,7,Refused,,,,,
2017,Sample Child,CMB,,,,,,,,,,,,,,,,8,Not ascertained,,,,,
2017,Sample Child,CMB,,,,,,,,,,,,,,,,9,Don't know,,,,,
2017,Sample Child,CFI,CFI.005_00.010,,,CSHFLU12,CH1N1_1,CSHFLU12,"During the past 12 months, several kinds of flu vaccines have been available.  I will ask you about {S.C. name?s} most recent flu vaccinations. 

DURING THE PAST 12 MONTHS, has {SC name} had a flu vaccination?  A flu vaccination is usually given in the fa",CSTATFLG='1' and (AGE LE '017' and AGE NE ' '),Sample Child LE 17 years,None,None,"H1N1, flu, flu shot, flu vaccination, swine flu.",None,,"Flu vaccination, past 12 m",,,,,,,
2017,Sample Child,CFI,,,,,,,,,,,,,,,,1,Yes,,,,,
2017,Sample Child,CFI,,,,,,,,,,,,,,,,2,No,,,,,
2017,Sample Child,CFI,,,,,,,,,,,,,,,,7,Refused,,,,,
2017,Sample Child,CFI,,,,,,,,,,,,,,,,8,Not ascertained,,,,,
2017,Sample Child,CFI,,,,,,,,,,,,,,,,9,Don't know,,,,,
2017,Sample Child,CFI,CFI.005_00.020,,,CSHFLUNM,CH1N1_2,CSHFLUNM,How many vaccinations has {S.C. name} received?,CSTATFLG='1' and (AGE LE '017' and AGE NE ' ') and CSHFLU12='1',Sample Child LE 17  years who have had a flu vaccine dose,None,None,"H1N1, flu, flu shot, flu vaccination, swine flu.",None,,"Number of flu vaccines, past 12 m",,,,,,,
2017,Sample Child,CFI,,,,,,,,,,,,,,,,1,1 vaccination or dose,,,,,
2017,Sample Child,CFI,,,,,,,,,,,,,,,,2,2 or more vaccination doses,,,,,
2017,Sample Child,CFI,,,,,,,,,,,,,,,,7,Refused,,,,,
2017,Sample Child,CFI,,,,,,,,,,,,,,,,8,Not ascertained,,,,,
2017,Sample Child,CFI,,,,,,,,,,,,,,,,9,Don't know,,,,,
2017,Sample Child,CFI,CFI.005_00.030,,,CSHFLUM1,CH1N1_3M,CSHFLUM1,"1 of 2

During what month and year did {S.C. name} receive {fill: his/her} most recent flu vaccine?","CSTATFLG='1'  and (AGE LE '017' and AGE NE ' ') and CSHFLUNM IN ('1','2')",Sample Child LE 17 who have had one or more flu vaccine doses,None,None,"H1N1, flu, flu shot, flu vaccination, swine flu.",None,,Month of most recent flu vaccine,,,,,,,
2017,Sample Child,CFI,,,,,,,,,,,,,,,,01,January,,,,,
2017,Sample Child,CFI,,,,,,,,,,,,,,,,02,February,,,,,
2017,Sample Child,CFI,,,,,,,,,,,,,,,,03,March,,,,,
2017,Sample Child,CFI,,,,,,,,,,,,,,,,04,April,,,,,
2017,Sample Child,CFI,,,,,,,,,,,,,,,,05,May,,,,,
2017,Sample Child,CFI,,,,,,,,,,,,,,,,06,June,,,,,
2017,Sample Child,CFI,,,,,,,,,,,,,,,,07,July,,,,,
2017,Sample Child,CFI,,,,,,,,,,,,,,,,08,August,,,,,
2017,Sample Child,CFI,,,,,,,,,,,,,,,,09,September,,,,,
2017,Sample Child,CFI,,,,,,,,,,,,,,,,10,October,,,,,
2017,Sample Child,CFI,,,,,,,,,,,,,,,,11,November,,,,,
2017,Sample Child,CFI,,,,,,,,,,,,,,,,12,December,,,,,
2017,Sample Child,CFI,,,,,,,,,,,,,,,,97,Refused,,,,,
2017,Sample Child,CFI,,,,,,,,,,,,,,,,98,Not ascertained,,,,,
2017,Sample Child,CFI,,,,,,,,,,,,,,,,99,Don't know,,,,,
2017,Sample Child,CFI,CFI.005_00.040,,,CSHFLUY1,CH1N1_4Y,CSHFLUY1,"2 of 2

*Enter year of most recent flu vaccine.","CSTATFLG='1'  and (AGE LE '017' and AGE NE ' ') and CSHFLUNM IN ('1','2')",Sample Child LE 17  years who have had one or more vaccine doses and gave month/don't know month of vaccine dose,None,None,"H1N1, flu, flu shot, flu vaccination, swine flu.",None,,Year of most recent flu vaccine,,,,,,,
2017,Sample Child,CFI,,,,,,,,,,,,,,,, Year,Year,,,,,
2017,Sample Child,CFI,,,,,,,,,,,,,,,,9997,Refused,,,,,
2017,Sample Child,CFI,,,,,,,,,,,,,,,,9998,Not ascertained,,,,,
2017,Sample Child,CFI,,,,,,,,,,,,,,,,9999,Don't know,,,,,
2017,Sample Child,CFI,CFI.005_00.050,,,CSHSPFL1,CH1N1_5,CSHSPFL1,"Was this a shot, or was it a vaccine sprayed in the nose?

*Read if necessary: The flu nasal spray is called FluMist(trademark).","CSTATFLG='1'  and (AGE LE '017' and AGE NE ' ') and CSHFLUNM IN ('1','2')",Sample Child LE 17 years who have had one or more flu vaccine doses,None,None,"H1N1, flu, flu shot, flu vaccination, nasal spray, swine flu.",None,,Administration method most recent flu vaccine,,,,,,,
2017,Sample Child,CFI,,,,,,,,,,,,,,,,1,Flu shot,,,,,
2017,Sample Child,CFI,,,,,,,,,,,,,,,,2,"Flu nasal spray (spray, mist or drop in nose)",,,,,
2017,Sample Child,CFI,,,,,,,,,,,,,,,,7,Refused,,,,,
2017,Sample Child,CFI,,,,,,,,,,,,,,,,8,Not ascertained,,,,,
2017,Sample Child,CFI,,,,,,,,,,,,,,,,9,Don't know,,,,,
2017,Sample Child,CFI,CFI.005_00.060,,,CSHFLUM2,CH1N1_6M,CSHFLUM2,"1 of 2

During what month and year did {S.C. name} receive {fill: his/her} next most recent flu vaccine?",CSTATFLG='1' and (AGE LE '017' and AGE NE ' ') and CSHFLUNM='2',Sample Child LE 17 years who have had more than one flu vaccine doses,None,None,"H1N1, flu, flu shot, flu vaccination, swine flu.",None,,Month of next most recent flu vaccine,,,,,,,
2017,Sample Child,CFI,,,,,,,,,,,,,,,,01,January,,,,,
2017,Sample Child,CFI,,,,,,,,,,,,,,,,02,February,,,,,
2017,Sample Child,CFI,,,,,,,,,,,,,,,,03,March,,,,,
2017,Sample Child,CFI,,,,,,,,,,,,,,,,04,April,,,,,
2017,Sample Child,CFI,,,,,,,,,,,,,,,,05,May,,,,,
2017,Sample Child,CFI,,,,,,,,,,,,,,,,06,June,,,,,
2017,Sample Child,CFI,,,,,,,,,,,,,,,,07,July,,,,,
2017,Sample Child,CFI,,,,,,,,,,,,,,,,08,August,,,,,
2017,Sample Child,CFI,,,,,,,,,,,,,,,,09,September,,,,,
2017,Sample Child,CFI,,,,,,,,,,,,,,,,10,October,,,,,
2017,Sample Child,CFI,,,,,,,,,,,,,,,,11,November,,,,,
2017,Sample Child,CFI,,,,,,,,,,,,,,,,12,December,,,,,
2017,Sample Child,CFI,,,,,,,,,,,,,,,,97,Refused,,,,,
2017,Sample Child,CFI,,,,,,,,,,,,,,,,98,Not ascertained,,,,,
2017,Sample Child,CFI,,,,,,,,,,,,,,,,99,Don't know,,,,,
2017,Sample Child,CFI,CFI.005_00.070,,,CSHFLUY2,CH1N1_7Y,CSHFLUY2,"2 of 2

*Enter year of next most recent flu vaccine.",CSTATFLG='1' and (AGE LE '017' and AGE NE ' ') and CSHFLUNM='2',Sample Child LE 17  years who have had more than one vaccine doses and gave month/don't know month of vaccine dose,None,None,"H1N1, flu, flu shot, flu vaccination, swine flu.",None,,Year of next most recent flu vaccine,,,,,,,
2017,Sample Child,CFI,,,,,,,,,,,,,,,, Year,Year,,,,,
2017,Sample Child,CFI,,,,,,,,,,,,,,,,9997,Refused,,,,,
2017,Sample Child,CFI,,,,,,,,,,,,,,,,9998,Not ascertained,,,,,
2017,Sample Child,CFI,,,,,,,,,,,,,,,,9999,Don't know,,,,,
2017,Sample Child,CFI,CFI.005_00.080,,,CSHSPFL2,CH1N1_8,CSHSPFL2,"Was this a shot, or was it a vaccine sprayed in the nose?

*Read if necessary: The flu nasal spray is called FluMist(trademark).",CSTATFLG='1' and (AGE LE '017' and AGE NE ' ') and CSHFLUNM='2',Sample Child LE 17 years who have more than one flu vaccine dose,None,None,"H1N1, flu, flu shot, flu vaccination, nasal spray, swine flu.",None,,Administration method next most recent flu vaccine,,,,,,,
2017,Sample Child,CFI,,,,,,,,,,,,,,,,1,Flu shot,,,,,
2017,Sample Child,CFI,,,,,,,,,,,,,,,,2,"Flu nasal spray (spray, mist or drop in nose)",,,,,
2017,Sample Child,CFI,,,,,,,,,,,,,,,,7,Refused,,,,,
2017,Sample Child,CFI,,,,,,,,,,,,,,,,8,Not ascertained,,,,,
2017,Sample Child,CFI,,,,,,,,,,,,,,,,9,Don't know,,,,,
2017,Sample Child,CCH,CCH.010_00.000,,,CNAT_USM,CNAT_USM,CNAT_USM,"Now I am going to ask you about some health services {fill1: S.C. name} may have used.
	
DURING THE PAST 12 MONTHS, did {fill1: S.C. name} see a practitioner for naturopathy (nay-chur-AH-puh-thee)?","CSTATFLG = '1' and (AGE GE '004' and AGE not IN ('997','999'))",Sample children 4+,None,None,naturopathy,None,,"Saw a practitioner for naturopathy, past 12 months",,,,,,,
2017,Sample Child,CCH,,,,,,,,,,,,,,,,1,Yes,,,,,
2017,Sample Child,CCH,,,,,,,,,,,,,,,,2,No,,,,,
2017,Sample Child,CCH,,,,,,,,,,,,,,,,7,Refused,,,,,
2017,Sample Child,CCH,,,,,,,,,,,,,,,,8,Not ascertained,,,,,
2017,Sample Child,CCH,,,,,,,,,,,,,,,,9,Don't know,,,,,
2017,Sample Child,CCH,CCH.020_00.000,,,CCHE_USM,CCHE_USM,CCHE_USM,"* Read if necessary: DURING THE PAST 12 MONTHS

? did {fill1: S.C. name} see a practitioner for chelation (key-LAY-shun) therapy?","CSTATFLG = '1' and (AGE GE '004' and AGE not IN ('997','999'))",Sample children 4+,None,None,chelation therapy,None,,Saw a practitioner for chelation therapy past 12 months,,,,,,,
2017,Sample Child,CCH,,,,,,,,,,,,,,,,1,Yes,,,,,
2017,Sample Child,CCH,,,,,,,,,,,,,,,,2,No,,,,,
2017,Sample Child,CCH,,,,,,,,,,,,,,,,7,Refused,,,,,
2017,Sample Child,CCH,,,,,,,,,,,,,,,,8,Not ascertained,,,,,
2017,Sample Child,CCH,,,,,,,,,,,,,,,,9,Don't know,,,,,
2017,Sample Child,CCH,CCH.030_00.000,,,CTRD_USM,CTRD_USM,CTRD_USM,"* Read if necessary: DURING THE PAST 12 MONTHS

? did {fill1: S.C. name} see a practitioner for traditional medicine such as a Shaman (SHAH-man), curandero (coo-rahn-DEHR-oh), Yerbero (yehr-BEHR-oh), sobador (so-bah-DOHR), or Native American Healer?","CSTATFLG = '1' and (AGE GE '004' and AGE not IN ('997','999'))",Sample children 4+,None,None,traditional healer,None,,"Saw a traditional healer, past 12 months",,,,,,,
2017,Sample Child,CCH,,,,,,,,,,,,,,,,1,Yes,,,,,
2017,Sample Child,CCH,,,,,,,,,,,,,,,,2,No,,,,,
2017,Sample Child,CCH,,,,,,,,,,,,,,,,7,Refused,,,,,
2017,Sample Child,CCH,,,,,,,,,,,,,,,,8,Not ascertained,,,,,
2017,Sample Child,CCH,,,,,,,,,,,,,,,,9,Don't know,,,,,
2017,Sample Child,CCH,CCH.040_01.000,,,CTR_US11,CTRD_US11-CTRD_US16,CTR_US11,"Which practitioners for traditional medicine did {fill1: S.C. name} see in the past 12 months?

* Enter all that apply, separate with commas.","CSTATFLG = '1' and (AGE GE '004' and AGE not IN ('997','999')) and CTRD_USM='1'",Sample children 4+ who have seen a traditional healer in the past 12 months,None,None,traditional healer; Shaman,None,,"Saw Shaman, past 12 months",,,,,,,
2017,Sample Child,CCH,,,,,,,,,,,,,,,,1,Mentioned,,,,,
2017,Sample Child,CCH,,,,,,,,,,,,,,,,2,Not Mentioned,,,,,
2017,Sample Child,CCH,,,,,,,,,,,,,,,,7,Refused,,,,,
2017,Sample Child,CCH,,,,,,,,,,,,,,,,8,Not ascertained,,,,,
2017,Sample Child,CCH,,,,,,,,,,,,,,,,9,Don't know,,,,,
